tab_id,col_id,row_id,entity
BFHGOVZNLSXHL6MY,1,0,http://www.wikidata.org/entity/Q103192183
BFHGOVZNLSXHL6MY,1,1,http://www.wikidata.org/entity/Q89
BFHGOVZNLSXHL6MY,1,3,http://www.wikidata.org/entity/Q145
BFHGOVZNLSXHL6MY,1,4,http://www.wikidata.org/entity/Q861893
BFHGOVZNLSXHL6MY,2,0,http://www.wikidata.org/entity/Q67483307
BFHGOVZNLSXHL6MY,2,1,http://www.wikidata.org/entity/Q40302569
BFHGOVZNLSXHL6MY,2,3,http://www.wikidata.org/entity/Q17
BFHGOVZNLSXHL6MY,2,4,http://www.wikidata.org/entity/Q17369079
BFHGOVZNLSXHL6MY,3,0,http://www.wikidata.org/entity/Q3036783
BFHGOVZNLSXHL6MY,3,1,http://www.wikidata.org/entity/Q71687
BFHGOVZNLSXHL6MY,3,3,http://www.wikidata.org/entity/Q30
BFHGOVZNLSXHL6MY,3,4,http://www.wikidata.org/entity/Q3036783
BFHGOVZNLSXHL6MY,4,0,http://www.wikidata.org/entity/Q17006814
BFHGOVZNLSXHL6MY,4,1,http://www.wikidata.org/entity/Q134170
BFHGOVZNLSXHL6MY,4,3,http://www.wikidata.org/entity/Q145
BFHGOVZNLSXHL6MY,4,4,http://www.wikidata.org/entity/Q17006814
NI3LRLY96919GCYI,1,0,http://www.wikidata.org/entity/Q2432209
NI3LRLY96919GCYI,1,1,http://www.wikidata.org/entity/Q727
NI3LRLY96919GCYI,1,2,http://www.wikidata.org/entity/Q55
NI3LRLY96919GCYI,1,3,http://www.wikidata.org/entity/Q193906
NI3LRLY96919GCYI,1,4,http://www.wikidata.org/entity/Q17507
NI3LRLY96919GCYI,2,0,http://www.wikidata.org/entity/Q2445665
NI3LRLY96919GCYI,2,1,http://www.wikidata.org/entity/Q727
NI3LRLY96919GCYI,2,2,http://www.wikidata.org/entity/Q55
NI3LRLY96919GCYI,2,3,http://www.wikidata.org/entity/Q193290
NI3LRLY96919GCYI,2,4,http://www.wikidata.org/entity/Q2284458
NI3LRLY96919GCYI,3,0,http://www.wikidata.org/entity/Q281458
NI3LRLY96919GCYI,3,1,http://www.wikidata.org/entity/Q7497
NI3LRLY96919GCYI,3,2,http://www.wikidata.org/entity/Q55
NI3LRLY96919GCYI,3,3,http://www.wikidata.org/entity/Q193765
NI3LRLY96919GCYI,3,4,http://www.wikidata.org/entity/Q2117147
NI3LRLY96919GCYI,4,0,http://www.wikidata.org/entity/Q1772074
NI3LRLY96919GCYI,4,1,http://www.wikidata.org/entity/Q727
NI3LRLY96919GCYI,4,2,http://www.wikidata.org/entity/Q55
NI3LRLY96919GCYI,4,3,http://www.wikidata.org/entity/Q193906
NI3LRLY96919GCYI,4,4,http://www.wikidata.org/entity/Q17507
NI3LRLY96919GCYI,5,0,http://www.wikidata.org/entity/Q2444143
NI3LRLY96919GCYI,5,1,http://www.wikidata.org/entity/Q727
NI3LRLY96919GCYI,5,2,http://www.wikidata.org/entity/Q55
NI3LRLY96919GCYI,5,3,http://www.wikidata.org/entity/Q193906
NI3LRLY96919GCYI,5,4,http://www.wikidata.org/entity/Q17507
NI3LRLY96919GCYI,6,0,http://www.wikidata.org/entity/Q1774584
NI3LRLY96919GCYI,6,1,http://www.wikidata.org/entity/Q749
NI3LRLY96919GCYI,6,2,http://www.wikidata.org/entity/Q55
NI3LRLY96919GCYI,6,3,http://www.wikidata.org/entity/Q12578
NI3LRLY96919GCYI,6,4,http://www.wikidata.org/entity/Q17792352
NI3LRLY96919GCYI,7,0,http://www.wikidata.org/entity/Q2472093
NI3LRLY96919GCYI,7,1,http://www.wikidata.org/entity/Q727
NI3LRLY96919GCYI,7,2,http://www.wikidata.org/entity/Q55
NI3LRLY96919GCYI,7,3,http://www.wikidata.org/entity/Q193906
NI3LRLY96919GCYI,7,4,http://www.wikidata.org/entity/Q17507
NI3LRLY96919GCYI,8,0,http://www.wikidata.org/entity/Q237304
NI3LRLY96919GCYI,8,1,http://www.wikidata.org/entity/Q727
NI3LRLY96919GCYI,8,2,http://www.wikidata.org/entity/Q55
NI3LRLY96919GCYI,8,3,http://www.wikidata.org/entity/Q193482
NI3LRLY96919GCYI,8,4,http://www.wikidata.org/entity/Q274483
NI3LRLY96919GCYI,9,0,http://www.wikidata.org/entity/Q1935656
NI3LRLY96919GCYI,9,1,http://www.wikidata.org/entity/Q727
NI3LRLY96919GCYI,9,2,http://www.wikidata.org/entity/Q55
NI3LRLY96919GCYI,9,3,http://www.wikidata.org/entity/Q193862
NI3LRLY96919GCYI,9,4,http://www.wikidata.org/entity/Q274985
NI3LRLY96919GCYI,10,0,http://www.wikidata.org/entity/Q17355956
NI3LRLY96919GCYI,10,1,http://www.wikidata.org/entity/Q10026
NI3LRLY96919GCYI,10,2,http://www.wikidata.org/entity/Q55
NI3LRLY96919GCYI,10,3,http://www.wikidata.org/entity/Q130199
NI3LRLY96919GCYI,10,4,http://www.wikidata.org/entity/Q14173
TXERR9YPQKGZLZPD,1,0,http://www.wikidata.org/entity/Q16766716
TXERR9YPQKGZLZPD,1,1,http://www.wikidata.org/entity/Q116165
TXERR9YPQKGZLZPD,1,2,http://www.wikidata.org/entity/Q45773
TXERR9YPQKGZLZPD,1,5,http://www.wikidata.org/entity/Q107423398
TXERR9YPQKGZLZPD,1,6,http://www.wikidata.org/entity/Q28837114
TXERR9YPQKGZLZPD,1,7,http://www.wikidata.org/entity/Q749
TXERR9YPQKGZLZPD,2,0,http://www.wikidata.org/entity/Q1663
TXERR9YPQKGZLZPD,2,1,http://www.wikidata.org/entity/Q116165
TXERR9YPQKGZLZPD,2,2,http://www.wikidata.org/entity/Q45773
TXERR9YPQKGZLZPD,2,5,http://www.wikidata.org/entity/Q107423398
TXERR9YPQKGZLZPD,2,6,http://www.wikidata.org/entity/Q10861260
TXERR9YPQKGZLZPD,2,7,http://www.wikidata.org/entity/Q749
TXERR9YPQKGZLZPD,3,0,http://www.wikidata.org/entity/Q167368
TXERR9YPQKGZLZPD,3,1,http://www.wikidata.org/entity/Q116165
TXERR9YPQKGZLZPD,3,2,http://www.wikidata.org/entity/Q45773
TXERR9YPQKGZLZPD,3,5,http://www.wikidata.org/entity/Q107423398
TXERR9YPQKGZLZPD,3,6,http://www.wikidata.org/entity/Q10861203
TXERR9YPQKGZLZPD,3,7,http://www.wikidata.org/entity/Q749
TXERR9YPQKGZLZPD,4,0,http://www.wikidata.org/entity/Q1765372
TXERR9YPQKGZLZPD,4,1,http://www.wikidata.org/entity/Q116165
TXERR9YPQKGZLZPD,4,2,http://www.wikidata.org/entity/Q45773
TXERR9YPQKGZLZPD,4,5,http://www.wikidata.org/entity/Q107423398
TXERR9YPQKGZLZPD,4,6,http://www.wikidata.org/entity/Q10861260
TXERR9YPQKGZLZPD,4,7,http://www.wikidata.org/entity/Q749
TXERR9YPQKGZLZPD,5,0,http://www.wikidata.org/entity/Q1666904
TXERR9YPQKGZLZPD,5,1,http://www.wikidata.org/entity/Q116165
TXERR9YPQKGZLZPD,5,2,http://www.wikidata.org/entity/Q45773
TXERR9YPQKGZLZPD,5,5,http://www.wikidata.org/entity/Q107423398
TXERR9YPQKGZLZPD,5,6,http://www.wikidata.org/entity/Q10861203
TXERR9YPQKGZLZPD,5,7,http://www.wikidata.org/entity/Q749
TXERR9YPQKGZLZPD,6,0,http://www.wikidata.org/entity/Q2435215
TXERR9YPQKGZLZPD,6,1,http://www.wikidata.org/entity/Q116165
TXERR9YPQKGZLZPD,6,2,http://www.wikidata.org/entity/Q45773
TXERR9YPQKGZLZPD,6,5,http://www.wikidata.org/entity/Q107423398
TXERR9YPQKGZLZPD,6,6,http://www.wikidata.org/entity/Q28837114
TXERR9YPQKGZLZPD,6,7,http://www.wikidata.org/entity/Q749
TXERR9YPQKGZLZPD,7,0,http://www.wikidata.org/entity/Q1805974
TXERR9YPQKGZLZPD,7,1,http://www.wikidata.org/entity/Q116165
TXERR9YPQKGZLZPD,7,2,http://www.wikidata.org/entity/Q45773
TXERR9YPQKGZLZPD,7,5,http://www.wikidata.org/entity/Q107423398
TXERR9YPQKGZLZPD,7,6,http://www.wikidata.org/entity/Q28837114
TXERR9YPQKGZLZPD,7,7,http://www.wikidata.org/entity/Q749
TXERR9YPQKGZLZPD,8,0,http://www.wikidata.org/entity/Q17543966
TXERR9YPQKGZLZPD,8,1,http://www.wikidata.org/entity/Q116165
TXERR9YPQKGZLZPD,8,2,http://www.wikidata.org/entity/Q45773
TXERR9YPQKGZLZPD,8,5,http://www.wikidata.org/entity/Q107423398
TXERR9YPQKGZLZPD,8,6,http://www.wikidata.org/entity/Q10861260
TXERR9YPQKGZLZPD,8,7,http://www.wikidata.org/entity/Q749
TXERR9YPQKGZLZPD,9,0,http://www.wikidata.org/entity/Q1678933
TXERR9YPQKGZLZPD,9,1,http://www.wikidata.org/entity/Q116165
TXERR9YPQKGZLZPD,9,2,http://www.wikidata.org/entity/Q45773
TXERR9YPQKGZLZPD,9,5,http://www.wikidata.org/entity/Q107423398
TXERR9YPQKGZLZPD,9,6,http://www.wikidata.org/entity/Q28837114
TXERR9YPQKGZLZPD,9,7,http://www.wikidata.org/entity/Q749
TXERR9YPQKGZLZPD,10,0,http://www.wikidata.org/entity/Q1752984
TXERR9YPQKGZLZPD,10,1,http://www.wikidata.org/entity/Q116165
TXERR9YPQKGZLZPD,10,2,http://www.wikidata.org/entity/Q45773
TXERR9YPQKGZLZPD,10,5,http://www.wikidata.org/entity/Q107423398
TXERR9YPQKGZLZPD,10,6,http://www.wikidata.org/entity/Q10861260
TXERR9YPQKGZLZPD,10,7,http://www.wikidata.org/entity/Q749
TXERR9YPQKGZLZPD,11,0,http://www.wikidata.org/entity/Q1665214
TXERR9YPQKGZLZPD,11,1,http://www.wikidata.org/entity/Q116165
TXERR9YPQKGZLZPD,11,2,http://www.wikidata.org/entity/Q45773
TXERR9YPQKGZLZPD,11,5,http://www.wikidata.org/entity/Q107423398
TXERR9YPQKGZLZPD,11,6,http://www.wikidata.org/entity/Q28837188
TXERR9YPQKGZLZPD,11,7,http://www.wikidata.org/entity/Q749
TXERR9YPQKGZLZPD,12,0,http://www.wikidata.org/entity/Q3997537
TXERR9YPQKGZLZPD,12,1,http://www.wikidata.org/entity/Q116165
TXERR9YPQKGZLZPD,12,2,http://www.wikidata.org/entity/Q45773
TXERR9YPQKGZLZPD,12,5,http://www.wikidata.org/entity/Q107423398
TXERR9YPQKGZLZPD,12,6,http://www.wikidata.org/entity/Q10861216
TXERR9YPQKGZLZPD,12,7,http://www.wikidata.org/entity/Q749
BDUTSA9HULVXY11A,1,0,http://www.wikidata.org/entity/Q2637309
BDUTSA9HULVXY11A,1,1,http://www.wikidata.org/entity/Q274983
BDUTSA9HULVXY11A,1,2,http://www.wikidata.org/entity/Q26273084
BDUTSA9HULVXY11A,1,3,http://www.wikidata.org/entity/Q270071
BDUTSA9HULVXY11A,1,4,http://www.wikidata.org/entity/Q7961141
BDUTSA9HULVXY11A,2,0,http://www.wikidata.org/entity/Q20046315
BDUTSA9HULVXY11A,2,1,http://www.wikidata.org/entity/Q215816
BDUTSA9HULVXY11A,2,2,http://www.wikidata.org/entity/Q20128972
BDUTSA9HULVXY11A,2,3,http://www.wikidata.org/entity/Q70350
BDUTSA9HULVXY11A,2,4,http://www.wikidata.org/entity/Q15077
BDUTSA9HULVXY11A,3,0,http://www.wikidata.org/entity/Q2637301
BDUTSA9HULVXY11A,3,1,http://www.wikidata.org/entity/Q29056
BDUTSA9HULVXY11A,3,2,http://www.wikidata.org/entity/Q20816517
BDUTSA9HULVXY11A,3,3,http://www.wikidata.org/entity/Q270071
BDUTSA9HULVXY11A,3,4,http://www.wikidata.org/entity/Q2806050
BDUTSA9HULVXY11A,4,0,http://www.wikidata.org/entity/Q20008611
BDUTSA9HULVXY11A,4,1,http://www.wikidata.org/entity/Q2730459
BDUTSA9HULVXY11A,4,2,http://www.wikidata.org/entity/Q20878193
BDUTSA9HULVXY11A,4,3,http://www.wikidata.org/entity/Q278001
BDUTSA9HULVXY11A,4,4,http://www.wikidata.org/entity/Q2805614
MMP710MCU3ZMKCZO,1,0,http://www.wikidata.org/entity/Q107961702
MMP710MCU3ZMKCZO,1,1,http://www.wikidata.org/entity/Q11968510
MMP710MCU3ZMKCZO,1,2,http://www.wikidata.org/entity/Q17
MMP710MCU3ZMKCZO,1,3,http://www.wikidata.org/entity/Q894794
MMP710MCU3ZMKCZO,1,4,http://www.wikidata.org/entity/Q11319414
MMP710MCU3ZMKCZO,2,0,http://www.wikidata.org/entity/Q108198246
MMP710MCU3ZMKCZO,2,1,http://www.wikidata.org/entity/Q113194244
MMP710MCU3ZMKCZO,2,2,http://www.wikidata.org/entity/Q17
MMP710MCU3ZMKCZO,2,3,http://www.wikidata.org/entity/Q894063
MMP710MCU3ZMKCZO,2,4,http://www.wikidata.org/entity/Q1134391
MMP710MCU3ZMKCZO,3,0,http://www.wikidata.org/entity/Q11979994
MMP710MCU3ZMKCZO,3,1,http://www.wikidata.org/entity/Q11332381
MMP710MCU3ZMKCZO,3,2,http://www.wikidata.org/entity/Q17
MMP710MCU3ZMKCZO,3,3,http://www.wikidata.org/entity/Q644962
MMP710MCU3ZMKCZO,3,4,http://www.wikidata.org/entity/Q1131615
MMP710MCU3ZMKCZO,4,0,http://www.wikidata.org/entity/Q109369760
MMP710MCU3ZMKCZO,4,1,http://www.wikidata.org/entity/Q26844403
MMP710MCU3ZMKCZO,4,2,http://www.wikidata.org/entity/Q17
MMP710MCU3ZMKCZO,4,3,http://www.wikidata.org/entity/Q644962
MMP710MCU3ZMKCZO,4,4,http://www.wikidata.org/entity/Q1701963
MMP710MCU3ZMKCZO,5,0,http://www.wikidata.org/entity/Q11319607
MMP710MCU3ZMKCZO,5,1,http://www.wikidata.org/entity/Q114021753
MMP710MCU3ZMKCZO,5,2,http://www.wikidata.org/entity/Q17
MMP710MCU3ZMKCZO,5,3,http://www.wikidata.org/entity/Q281641
MMP710MCU3ZMKCZO,5,4,http://www.wikidata.org/entity/Q7005003
MMP710MCU3ZMKCZO,6,0,http://www.wikidata.org/entity/Q64127719
MMP710MCU3ZMKCZO,6,1,http://www.wikidata.org/entity/Q11304562
MMP710MCU3ZMKCZO,6,2,http://www.wikidata.org/entity/Q17
MMP710MCU3ZMKCZO,6,3,http://www.wikidata.org/entity/Q760354
MMP710MCU3ZMKCZO,6,4,http://www.wikidata.org/entity/Q17019616
MMP710MCU3ZMKCZO,7,0,http://www.wikidata.org/entity/Q84931594
MMP710MCU3ZMKCZO,7,1,http://www.wikidata.org/entity/Q55542461
MMP710MCU3ZMKCZO,7,2,http://www.wikidata.org/entity/Q17
MMP710MCU3ZMKCZO,7,3,http://www.wikidata.org/entity/Q644962
MMP710MCU3ZMKCZO,7,4,http://www.wikidata.org/entity/Q2901704
MMP710MCU3ZMKCZO,8,0,http://www.wikidata.org/entity/Q108569402
MMP710MCU3ZMKCZO,8,1,http://www.wikidata.org/entity/Q10827761
MMP710MCU3ZMKCZO,8,2,http://www.wikidata.org/entity/Q17
MMP710MCU3ZMKCZO,8,3,http://www.wikidata.org/entity/Q644962
MMP710MCU3ZMKCZO,8,4,http://www.wikidata.org/entity/Q1154446
MMP710MCU3ZMKCZO,9,0,http://www.wikidata.org/entity/Q109746316
MMP710MCU3ZMKCZO,9,1,http://www.wikidata.org/entity/Q31940227
MMP710MCU3ZMKCZO,9,2,http://www.wikidata.org/entity/Q17
MMP710MCU3ZMKCZO,9,3,http://www.wikidata.org/entity/Q644962
MMP710MCU3ZMKCZO,9,4,http://www.wikidata.org/entity/Q6846607
E7NY5DZXTK0NJVSV,1,0,http://www.wikidata.org/entity/Q839196
E7NY5DZXTK0NJVSV,1,1,http://www.wikidata.org/entity/Q862818
E7NY5DZXTK0NJVSV,1,2,http://www.wikidata.org/entity/Q2455001
E7NY5DZXTK0NJVSV,1,3,http://www.wikidata.org/entity/Q183
E7NY5DZXTK0NJVSV,1,4,http://www.wikidata.org/entity/Q1051993
E7NY5DZXTK0NJVSV,2,0,http://www.wikidata.org/entity/Q159098
E7NY5DZXTK0NJVSV,2,1,http://www.wikidata.org/entity/Q1404446
E7NY5DZXTK0NJVSV,2,2,http://www.wikidata.org/entity/Q2994418
E7NY5DZXTK0NJVSV,2,3,http://www.wikidata.org/entity/Q183
E7NY5DZXTK0NJVSV,2,4,http://www.wikidata.org/entity/Q42482711
E7NY5DZXTK0NJVSV,3,0,http://www.wikidata.org/entity/Q700777
E7NY5DZXTK0NJVSV,3,1,http://www.wikidata.org/entity/Q876446
E7NY5DZXTK0NJVSV,3,2,http://www.wikidata.org/entity/Q2994415
E7NY5DZXTK0NJVSV,3,3,http://www.wikidata.org/entity/Q183
E7NY5DZXTK0NJVSV,3,4,http://www.wikidata.org/entity/Q42489499
E7NY5DZXTK0NJVSV,4,0,http://www.wikidata.org/entity/Q921649
E7NY5DZXTK0NJVSV,4,1,http://www.wikidata.org/entity/Q526940
E7NY5DZXTK0NJVSV,4,2,http://www.wikidata.org/entity/Q2455001
E7NY5DZXTK0NJVSV,4,3,http://www.wikidata.org/entity/Q183
E7NY5DZXTK0NJVSV,4,4,http://www.wikidata.org/entity/Q42489477
E7NY5DZXTK0NJVSV,5,0,http://www.wikidata.org/entity/Q876449
E7NY5DZXTK0NJVSV,5,1,http://www.wikidata.org/entity/Q444063
E7NY5DZXTK0NJVSV,5,2,http://www.wikidata.org/entity/Q2558945
E7NY5DZXTK0NJVSV,5,3,http://www.wikidata.org/entity/Q183
E7NY5DZXTK0NJVSV,5,4,http://www.wikidata.org/entity/Q42489494
E7NY5DZXTK0NJVSV,6,0,http://www.wikidata.org/entity/Q14377
E7NY5DZXTK0NJVSV,6,1,http://www.wikidata.org/entity/Q1430142
E7NY5DZXTK0NJVSV,6,2,http://www.wikidata.org/entity/Q626312
E7NY5DZXTK0NJVSV,6,3,http://www.wikidata.org/entity/Q183
E7NY5DZXTK0NJVSV,6,4,http://www.wikidata.org/entity/Q42489494
