tab_id,row_id,col_id,entity
IUPOCN5C,1,0,http://www.wikidata.org/entity/Q6386551
IUPOCN5C,2,0,http://www.wikidata.org/entity/Q7207911
BQC7DZZR,1,0,http://www.wikidata.org/entity/Q5665609
BQC7DZZR,2,0,http://www.wikidata.org/entity/Q7998497
BQC7DZZR,3,0,http://www.wikidata.org/entity/Q6858433
BQC7DZZR,4,0,http://www.wikidata.org/entity/Q5665603
BQC7DZZR,5,0,http://www.wikidata.org/entity/Q5859213
C8RTQNU5,1,0,http://www.wikidata.org/entity/Q7045791
C8RTQNU5,2,0,http://www.wikidata.org/entity/Q7045793
C8RTQNU5,3,0,http://www.wikidata.org/entity/Q7045793
C8RTQNU5,4,0,http://www.wikidata.org/entity/Q7045803
C8RTQNU5,5,0,http://www.wikidata.org/entity/Q7045799
JKS5KAJR,1,0,http://www.wikidata.org/entity/Q4667889
JKS5KAJR,2,0,http://www.wikidata.org/entity/Q5140989
JKS5KAJR,3,0,http://www.wikidata.org/entity/Q5158879
JKS5KAJR,4,0,http://www.wikidata.org/entity/Q5664907
JKS5KAJR,5,0,http://www.wikidata.org/entity/Q5465603
JKS5KAJR,6,0,http://www.wikidata.org/entity/Q986466
JKS5KAJR,7,0,http://www.wikidata.org/entity/Q5465603
FZAS3QBH,1,0,http://www.wikidata.org/entity/Q7970533
FZAS3QBH,2,0,http://www.wikidata.org/entity/Q7970533
C3SOO0DD,1,0,http://www.wikidata.org/entity/Q5465600
C3SOO0DD,2,0,http://www.wikidata.org/entity/Q5549539
C3SOO0DD,3,0,http://www.wikidata.org/entity/Q5549539
C3SOO0DD,4,0,http://www.wikidata.org/entity/Q5549539
K4A0E0QL,1,0,http://www.wikidata.org/entity/Q47515902
K4A0E0QL,2,0,http://www.wikidata.org/entity/Q47537618
9BGB7SWG,1,0,http://www.wikidata.org/entity/Q21683233
9BGB7SWG,2,0,http://www.wikidata.org/entity/Q230546
9BGB7SWG,3,0,http://www.wikidata.org/entity/Q175980
NBR61LS1,1,0,http://www.wikidata.org/entity/Q23079
NBR61LS1,2,0,http://www.wikidata.org/entity/Q1369281
R9VI0ZU0,1,0,http://www.wikidata.org/entity/Q98400607
R9VI0ZU0,1,1,http://www.wikidata.org/entity/Q36542
R9VI0ZU0,2,0,http://www.wikidata.org/entity/Q5451250
R9VI0ZU0,2,1,http://www.wikidata.org/entity/Q2131
I5QUEVR8,1,0,http://www.wikidata.org/entity/Q4634537
I5QUEVR8,2,0,http://www.wikidata.org/entity/Q11284108
9155JW8C,1,0,http://www.wikidata.org/entity/Q3824633
9155JW8C,2,0,http://www.wikidata.org/entity/Q5142550
9155JW8C,3,0,http://www.wikidata.org/entity/Q877943
9155JW8C,4,0,http://www.wikidata.org/entity/Q706463
9155JW8C,5,0,http://www.wikidata.org/entity/Q876096
9155JW8C,6,0,http://www.wikidata.org/entity/Q608428
9155JW8C,7,0,http://www.wikidata.org/entity/Q801232
9155JW8C,8,0,http://www.wikidata.org/entity/Q2404667
9155JW8C,9,0,http://www.wikidata.org/entity/Q705204
9155JW8C,10,0,http://www.wikidata.org/entity/Q625448
TF13GBS9,1,0,http://www.wikidata.org/entity/Q705263
TF13GBS9,2,0,http://www.wikidata.org/entity/Q2930139
TF13GBS9,3,0,http://www.wikidata.org/entity/Q2449796
TF13GBS9,4,0,http://www.wikidata.org/entity/Q987270
TF13GBS9,5,0,http://www.wikidata.org/entity/Q4875941
TF13GBS9,6,0,http://www.wikidata.org/entity/Q6847575
TF13GBS9,7,0,http://www.wikidata.org/entity/Q8044547
TF13GBS9,8,0,http://www.wikidata.org/entity/Q7219535
TBSWV5UB,1,0,http://www.wikidata.org/entity/Q943187
TBSWV5UB,2,0,http://www.wikidata.org/entity/Q2479439
XPQYMX6R,1,0,http://www.wikidata.org/entity/Q6110426
XPQYMX6R,2,0,http://www.wikidata.org/entity/Q734611
BGMLF9DR,1,0,http://www.wikidata.org/entity/Q609353
BGMLF9DR,2,0,http://www.wikidata.org/entity/Q625713
DOK169HR,1,0,http://www.wikidata.org/entity/Q61308908
DOK169HR,2,0,http://www.wikidata.org/entity/Q61308908
7H4WB3MC,1,0,http://www.wikidata.org/entity/Q61038361
7H4WB3MC,2,0,http://www.wikidata.org/entity/Q61038361
7H4WB3MC,3,0,http://www.wikidata.org/entity/Q61022503
7H4WB3MC,4,0,http://www.wikidata.org/entity/Q61022503
7H4WB3MC,5,0,http://www.wikidata.org/entity/Q61022503
ATPHR1DK,1,0,http://www.wikidata.org/entity/Q61022503
ATPHR1DK,2,0,http://www.wikidata.org/entity/Q61022503
ATPHR1DK,3,0,http://www.wikidata.org/entity/Q61308603
ATPHR1DK,4,0,http://www.wikidata.org/entity/Q61308603
ATPHR1DK,5,0,http://www.wikidata.org/entity/Q61308929
ATPHR1DK,6,0,http://www.wikidata.org/entity/Q61308929
0WR8HB5F,1,0,http://www.wikidata.org/entity/Q170782
0WR8HB5F,2,0,http://www.wikidata.org/entity/Q863
0WR8HB5F,3,0,http://www.wikidata.org/entity/Q7270550
0WR8HB5F,4,0,http://www.wikidata.org/entity/Q3149165
0WR8HB5F,5,0,http://www.wikidata.org/entity/Q1067341
0WR8HB5F,6,0,http://www.wikidata.org/entity/Q4804103
0WR8HB5F,7,0,http://www.wikidata.org/entity/Q731261
AW4BZJGK,1,0,http://www.wikidata.org/entity/Q2809299
AW4BZJGK,2,0,http://www.wikidata.org/entity/Q2108319
AW4BZJGK,3,0,http://www.wikidata.org/entity/Q5147175
AW4BZJGK,4,0,http://www.wikidata.org/entity/Q3096539
AW4BZJGK,5,0,http://www.wikidata.org/entity/Q2238129
AW4BZJGK,6,0,http://www.wikidata.org/entity/Q6544537
AW4BZJGK,7,0,http://www.wikidata.org/entity/Q22585464
AW4BZJGK,8,0,http://www.wikidata.org/entity/Q31556810
3S53OZSF,1,0,http://www.wikidata.org/entity/Q32275521
3S53OZSF,2,0,http://www.wikidata.org/entity/Q6651250
3S53OZSF,3,0,http://www.wikidata.org/entity/Q4987172
3S53OZSF,4,0,http://www.wikidata.org/entity/Q5759315
3S53OZSF,5,0,http://www.wikidata.org/entity/Q22315902
3S53OZSF,6,0,http://www.wikidata.org/entity/Q32169032
3S53OZSF,7,0,http://www.wikidata.org/entity/Q32232125
8GEH7ZRY,1,0,http://www.wikidata.org/entity/Q55215902
8GEH7ZRY,2,0,http://www.wikidata.org/entity/Q315329
2AX6EPDA,1,0,http://www.wikidata.org/entity/Q1593338
2AX6EPDA,2,0,http://www.wikidata.org/entity/Q581229
2AX6EPDA,3,0,http://www.wikidata.org/entity/Q733206
2AX6EPDA,4,0,http://www.wikidata.org/entity/Q733206
DLGFQQT7,1,0,http://www.wikidata.org/entity/Q500569
DLGFQQT7,1,2,http://www.wikidata.org/entity/Q2936647
DLGFQQT7,2,0,http://www.wikidata.org/entity/Q71202
DLGFQQT7,2,2,http://www.wikidata.org/entity/Q2891225
DLGFQQT7,3,0,http://www.wikidata.org/entity/Q115125
DLGFQQT7,3,2,http://www.wikidata.org/entity/Q2836787
DLGFQQT7,4,0,http://www.wikidata.org/entity/Q71188
DLGFQQT7,4,2,http://www.wikidata.org/entity/Q310435
DLGFQQT7,5,0,http://www.wikidata.org/entity/Q487605
DLGFQQT7,5,2,http://www.wikidata.org/entity/Q2689159
10NIEV07,1,0,http://www.wikidata.org/entity/Q495605
10NIEV07,1,2,http://www.wikidata.org/entity/Q2557160
10NIEV07,2,0,http://www.wikidata.org/entity/Q115043
10NIEV07,2,2,http://www.wikidata.org/entity/Q1380730
10NIEV07,3,0,http://www.wikidata.org/entity/Q54064
10NIEV07,3,2,http://www.wikidata.org/entity/Q2349500
10NIEV07,4,0,http://www.wikidata.org/entity/Q54065
10NIEV07,4,2,http://www.wikidata.org/entity/Q2049796
10NIEV07,5,0,http://www.wikidata.org/entity/Q115014
10NIEV07,5,2,http://www.wikidata.org/entity/Q1014173
10NIEV07,6,0,http://www.wikidata.org/entity/Q487610
10NIEV07,6,2,http://www.wikidata.org/entity/Q1380402
10NIEV07,7,0,http://www.wikidata.org/entity/Q487616
10NIEV07,7,2,http://www.wikidata.org/entity/Q1380489
10NIEV07,8,0,http://www.wikidata.org/entity/Q115227
10NIEV07,8,2,http://www.wikidata.org/entity/Q1378025
8UHQ8NMW,1,0,http://www.wikidata.org/entity/Q114884
8UHQ8NMW,1,2,http://www.wikidata.org/entity/Q1028544
8UHQ8NMW,2,0,http://www.wikidata.org/entity/Q56154
8UHQ8NMW,2,2,http://www.wikidata.org/entity/Q997613
8UHQ8NMW,3,0,http://www.wikidata.org/entity/Q115166
8UHQ8NMW,3,2,http://www.wikidata.org/entity/Q924914
8UHQ8NMW,4,0,http://www.wikidata.org/entity/Q854630
8UHQ8NMW,4,2,http://www.wikidata.org/entity/Q94332
8UHQ8NMW,5,0,http://www.wikidata.org/entity/Q71202
8UHQ8NMW,5,2,http://www.wikidata.org/entity/Q920781
8UHQ8NMW,6,0,http://www.wikidata.org/entity/Q56146
8UHQ8NMW,6,2,http://www.wikidata.org/entity/Q919719
8UHQ8NMW,7,0,http://www.wikidata.org/entity/Q56152
8UHQ8NMW,7,2,http://www.wikidata.org/entity/Q868159
MBGIUSUY,1,0,http://www.wikidata.org/entity/Q70979
MBGIUSUY,1,2,http://www.wikidata.org/entity/Q432255
MBGIUSUY,2,0,http://www.wikidata.org/entity/Q487599
MBGIUSUY,2,2,http://www.wikidata.org/entity/Q34040
MBGIUSUY,3,0,http://www.wikidata.org/entity/Q115182
MBGIUSUY,3,2,http://www.wikidata.org/entity/Q225519
MBGIUSUY,4,0,http://www.wikidata.org/entity/Q56153
MBGIUSUY,4,2,http://www.wikidata.org/entity/Q147762
MBGIUSUY,5,0,http://www.wikidata.org/entity/Q50238
MBGIUSUY,5,2,http://www.wikidata.org/entity/Q490973
MBGIUSUY,6,0,http://www.wikidata.org/entity/Q115148
MBGIUSUY,6,2,http://www.wikidata.org/entity/Q178093
MBGIUSUY,7,0,http://www.wikidata.org/entity/Q114904
MBGIUSUY,7,2,http://www.wikidata.org/entity/Q128069
MBGIUSUY,8,0,http://www.wikidata.org/entity/Q115104
MBGIUSUY,8,2,http://www.wikidata.org/entity/Q49219
6RTGWWDZ,1,0,http://www.wikidata.org/entity/Q56152
6RTGWWDZ,1,2,http://www.wikidata.org/entity/Q115289
6RTGWWDZ,2,0,http://www.wikidata.org/entity/Q115104
6RTGWWDZ,2,2,http://www.wikidata.org/entity/Q487578
6RTGWWDZ,3,0,http://www.wikidata.org/entity/Q56146
6RTGWWDZ,3,2,http://www.wikidata.org/entity/Q115182
6RTGWWDZ,4,0,http://www.wikidata.org/entity/Q115227
6RTGWWDZ,4,2,http://www.wikidata.org/entity/Q500569
6RTGWWDZ,5,0,http://www.wikidata.org/entity/Q110539
6RTGWWDZ,5,2,http://www.wikidata.org/entity/Q495946
6RTGWWDZ,6,0,http://www.wikidata.org/entity/Q114884
